xl,xr,yl,yr,zl,zr
-0.948034188,-0.979380342,0.174935897,0.14525641,0.142799145,-0.113739316
-0.948034188,-0.979380342,0.174935897,0.14534188,0.142777778,-0.113568376
-0.948098291,-0.979337607,0.174957265,0.14542735,0.142735043,-0.113418803
-0.948205128,-0.979380342,0.175042735,0.14542735,0.14275641,-0.113354701
-0.948290598,-0.979465812,0.175106838,0.14534188,0.142799145,-0.113397436
-0.948290598,-0.979487179,0.17508547,0.145277778,0.142799145,-0.113418803
-0.948226496,-0.979423077,0.175021368,0.14525641,0.142799145,-0.113376068
-0.948162393,-0.979423077,0.174978632,0.145277778,0.142799145,-0.113247863
-0.948162393,-0.979487179,0.175064103,0.145277778,0.142713675,-0.113076923
-0.948183761,-0.97957265,0.175213675,0.145299145,0.14258547,-0.112991453
-0.948311966,-0.979594017,0.17525641,0.14534188,0.142478632,-0.112991453
-0.948440171,-0.979594017,0.175235043,0.145320513,0.142371795,-0.112970085
-0.948547009,-0.979636752,0.17525641,0.145299145,0.14224359,-0.11292735
-0.948696581,-0.979679487,0.175320513,0.145320513,0.142136752,-0.11284188
-0.948867521,-0.979786325,0.175384615,0.14534188,0.14207265,-0.112735043
-0.949017094,-0.979957265,0.175448718,0.14525641,0.142029915,-0.112628205
-0.949017094,-0.980106838,0.17542735,0.145149573,0.142029915,-0.11258547
-0.948910256,-0.980192308,0.175363248,0.145106838,0.142094017,-0.112606838
-0.948867521,-0.980320513,0.175320513,0.145042735,0.142136752,-0.112564103
-0.948824786,-0.980448718,0.175277778,0.144978632,0.142115385,-0.112478632
-0.948717949,-0.980576923,0.175235043,0.144957265,0.141965812,-0.112371795
-0.948611111,-0.980811966,0.175213675,0.144978632,0.141794872,-0.112222222
-0.948525641,-0.981025641,0.175128205,0.145042735,0.141730769,-0.11207265
-0.948440171,-0.981153846,0.17508547,0.14508547,0.141730769,-0.111944444
-0.948397436,-0.981282051,0.175149573,0.145106838,0.141709402,-0.111880342
-0.948354701,-0.981367521,0.175213675,0.145042735,0.141645299,-0.111880342
-0.948290598,-0.981431624,0.17525641,0.144957265,0.141538462,-0.111923077
-0.948205128,-0.981474359,0.175299145,0.144957265,0.141431624,-0.111965812
-0.948055556,-0.981538462,0.175299145,0.145021368,0.141388889,-0.111987179
-0.947905983,-0.981666667,0.17525641,0.145128205,0.141388889,-0.111944444
-0.947884615,-0.981816239,0.175213675,0.14525641,0.141367521,-0.111816239
-0.947905983,-0.981901709,0.17525641,0.145363248,0.141346154,-0.111709402
-0.947820513,-0.981901709,0.175320513,0.145448718,0.141260684,-0.111688034
-0.947649573,-0.981816239,0.175363248,0.145555556,0.141196581,-0.111752137
-0.947542735,-0.981837607,0.175363248,0.145747863,0.141217949,-0.111816239
-0.94758547,-0.981880342,0.17534188,0.145854701,0.141260684,-0.111901709
-0.947628205,-0.981837607,0.175405983,0.145811966,0.141260684,-0.111965812
-0.947628205,-0.981794872,0.175512821,0.145790598,0.141239316,-0.111987179
-0.947649573,-0.981730769,0.175555556,0.145854701,0.141217949,-0.112029915
-0.94767094,-0.981623932,0.175555556,0.145876068,0.141132479,-0.112115385
-0.947628205,-0.981581197,0.175598291,0.145811966,0.141004274,-0.11215812
-0.947542735,-0.981538462,0.175662393,0.145683761,0.140897436,-0.11215812
-0.947457265,-0.981346154,0.175619658,0.145534188,0.140833333,-0.11215812
-0.94741453,-0.981111111,0.175534188,0.145491453,0.140769231,-0.11224359
-0.947393162,-0.981004274,0.175534188,0.145491453,0.140769231,-0.11241453
-0.947350427,-0.981047009,0.175641026,0.145470085,0.140769231,-0.112564103
-0.94741453,-0.981089744,0.175705128,0.145384615,0.140769231,-0.11267094
-0.947542735,-0.981068376,0.175662393,0.145277778,0.140876068,-0.11275641
-0.947628205,-0.981047009,0.175534188,0.145235043,0.141025641,-0.112777778
-0.94758547,-0.981089744,0.175448718,0.145213675,0.141111111,-0.112777778
-0.947457265,-0.981153846,0.175384615,0.14517094,0.141132479,-0.112820513
-0.947393162,-0.981196581,0.175363248,0.145106838,0.141175214,-0.112884615
-0.947371795,-0.981175214,0.17534188,0.145021368,0.141239316,-0.112991453
-0.947264957,-0.981111111,0.17534188,0.14491453,0.141303419,-0.113055556
-0.94715812,-0.981089744,0.17534188,0.14491453,0.141410256,-0.112948718
-0.947179487,-0.981153846,0.175405983,0.145064103,0.141495726,-0.112777778
-0.947264957,-0.981111111,0.175491453,0.145149573,0.141495726,-0.112692308
-0.947307692,-0.980982906,0.175491453,0.145128205,0.141495726,-0.112649573
-0.94732906,-0.980833333,0.175384615,0.145106838,0.141495726,-0.112628205
-0.947371795,-0.980726496,0.175320513,0.14508547,0.141559829,-0.112713675
-0.947435897,-0.980662393,0.175320513,0.145042735,0.141581197,-0.112863248
-0.9475,-0.980555556,0.175363248,0.145,0.141559829,-0.112948718
-0.947478632,-0.980448718,0.175320513,0.144957265,0.141559829,-0.112991453
-0.947393162,-0.98034188,0.17525641,0.14491453,0.141645299,-0.113034188
-0.947350427,-0.98025641,0.175277778,0.14491453,0.141773504,-0.113034188
-0.94741453,-0.980235043,0.175363248,0.144893162,0.141880342,-0.112970085
-0.9475,-0.980299145,0.175405983,0.144786325,0.141944444,-0.112863248
-0.947606838,-0.980320513,0.17534188,0.144700855,0.141965812,-0.112799145
-0.947649573,-0.980213675,0.175213675,0.14465812,0.141965812,-0.11284188
-0.947649573,-0.980106838,0.17508547,0.144551282,0.141965812,-0.112948718
-0.947628205,-0.98,0.174978632,0.144444444,0.141880342,-0.113034188
-0.947628205,-0.97991453,0.174935897,0.144423077,0.141752137,-0.113055556
-0.947713675,-0.979978632,0.174871795,0.144380342,0.141623932,-0.113012821
-0.947799145,-0.980064103,0.174807692,0.144252137,0.141581197,-0.113012821
-0.947777778,-0.980106838,0.174722222,0.144145299,0.141538462,-0.112948718
-0.94775641,-0.980149573,0.174594017,0.144102564,0.141495726,-0.112884615
-0.947799145,-0.980299145,0.174465812,0.144059829,0.141431624,-0.112884615
-0.947820513,-0.980534188,0.174401709,0.144038462,0.141388889,-0.112863248
-0.94775641,-0.980726496,0.174358974,0.144038462,0.141431624,-0.112863248
-0.947713675,-0.980747863,0.174358974,0.144038462,0.141538462,-0.112905983
-0.94775641,-0.980705128,0.174294872,0.144102564,0.141602564,-0.112905983
-0.947799145,-0.980790598,0.174273504,0.144209402,0.141602564,-0.112820513
-0.947777778,-0.980897436,0.174337607,0.144252137,0.141581197,-0.11267094
-0.947820513,-0.980918803,0.174423077,0.144252137,0.141581197,-0.112521368
-0.94792735,-0.980876068,0.174444444,0.144273504,0.141581197,-0.112435897
-0.947884615,-0.980833333,0.174380342,0.144294872,0.141581197,-0.112393162
-0.947735043,-0.980854701,0.174316239,0.144294872,0.141559829,-0.112371795
-0.947606838,-0.980876068,0.174380342,0.144252137,0.141495726,-0.11232906
-0.947521368,-0.980811966,0.174465812,0.144273504,0.141410256,-0.112286325
-0.947542735,-0.980769231,0.174551282,0.144401709,0.141431624,-0.112264957
-0.947649573,-0.980747863,0.17457265,0.144465812,0.141452991,-0.112264957
-0.94767094,-0.980747863,0.17457265,0.144465812,0.141388889,-0.11224359
-0.947628205,-0.980790598,0.174508547,0.144423077,0.141324786,-0.112200855
-0.9475,-0.980747863,0.174423077,0.144337607,0.141282051,-0.112307692
-0.947371795,-0.980619658,0.174316239,0.144252137,0.141303419,-0.1125
-0.947350427,-0.980598291,0.174145299,0.144188034,0.141367521,-0.11258547
-0.947457265,-0.980619658,0.174017094,0.144166667,0.141388889,-0.112606838
-0.947649573,-0.980683761,0.174038462,0.144123932,0.141388889,-0.112628205
-0.947799145,-0.980683761,0.174059829,0.144017094,0.141367521,-0.112521368
-0.947799145,-0.980619658,0.174059829,0.143931624,0.141324786,-0.11232906
-0.94767094,-0.980619658,0.174059829,0.143910256,0.141282051,-0.112222222
-0.947564103,-0.980598291,0.174059829,0.143888889,0.141260684,-0.112222222
-0.947478632,-0.980576923,0.174017094,0.143910256,0.141239316,-0.11215812
-0.947371795,-0.980555556,0.173952991,0.143910256,0.141217949,-0.11207265
-0.947200855,-0.980470085,0.173867521,0.143846154,0.141260684,-0.112051282
-0.947094017,-0.980320513,0.173846154,0.143803419,0.141367521,-0.11207265
-0.947008547,-0.980213675,0.173952991,0.143803419,0.141495726,-0.112051282
-0.946987179,-0.980192308,0.174145299,0.143803419,0.141517094,-0.111944444
-0.947008547,-0.98025641,0.174337607,0.143888889,0.141474359,-0.111752137
-0.947008547,-0.98034188,0.174487179,0.144017094,0.141517094,-0.111538462
-0.946923077,-0.980470085,0.174529915,0.144038462,0.141688034,-0.111410256
-0.946752137,-0.980576923,0.17457265,0.143910256,0.141901709,-0.111431624
-0.946602564,-0.980576923,0.174679487,0.143803419,0.142051282,-0.111452991
-0.946559829,-0.980555556,0.174786325,0.143739316,0.142200855,-0.111474359
-0.946559829,-0.980598291,0.174850427,0.143739316,0.14232906,-0.111410256
-0.946517094,-0.980598291,0.174893162,0.143803419,0.142457265,-0.111303419
-0.946452991,-0.980534188,0.174978632,0.143803419,0.142606838,-0.111260684
-0.946474359,-0.980405983,0.175106838,0.143717949,0.142735043,-0.111239316
-0.946517094,-0.980299145,0.175149573,0.143632479,0.14284188,-0.111196581
-0.946474359,-0.98025641,0.17517094,0.143568376,0.142884615,-0.111196581
-0.946431624,-0.980192308,0.175235043,0.143525641,0.142863248,-0.111282051
-0.946495726,-0.98017094,0.175277778,0.143482906,0.142820513,-0.111303419
-0.946559829,-0.980192308,0.17525641,0.143461538,0.142799145,-0.111260684
-0.946581197,-0.980192308,0.175235043,0.143461538,0.142820513,-0.111217949
-0.946623932,-0.98017094,0.17525641,0.143482906,0.142820513,-0.111175214
-0.946645299,-0.980192308,0.175277778,0.143525641,0.14275641,-0.111089744
-0.946709402,-0.980320513,0.175213675,0.143568376,0.142735043,-0.110982906
-0.946816239,-0.980470085,0.17508547,0.143547009,0.142799145,-0.110876068
-0.946880342,-0.980512821,0.174935897,0.143504274,0.142820513,-0.110790598
-0.946794872,-0.980491453,0.17482906,0.143568376,0.14284188,-0.110747863
-0.946666667,-0.98042735,0.174786325,0.143675214,0.142863248,-0.110747863
-0.946688034,-0.980384615,0.174786325,0.143760684,0.142777778,-0.110790598
-0.946816239,-0.980448718,0.17482906,0.143803419,0.142628205,-0.110747863
-0.946880342,-0.980470085,0.174871795,0.143760684,0.142521368,-0.110619658
-0.946880342,-0.980470085,0.17491453,0.143739316,0.142478632,-0.110512821
-0.946816239,-0.980512821,0.174957265,0.143760684,0.142521368,-0.110491453
-0.946709402,-0.980491453,0.175,0.143867521,0.14258547,-0.11042735
-0.946623932,-0.980470085,0.175021368,0.144017094,0.14267094,-0.11042735
-0.946581197,-0.980448718,0.175042735,0.144123932,0.142799145,-0.110491453
-0.946623932,-0.980384615,0.175042735,0.144188034,0.142863248,-0.110534188
-0.946688034,-0.98042735,0.175042735,0.144294872,0.142884615,-0.110512821
-0.946730769,-0.980576923,0.175042735,0.144358974,0.142884615,-0.110555556
-0.946794872,-0.980769231,0.175,0.144380342,0.142863248,-0.110619658
-0.946901709,-0.980961538,0.174957265,0.144465812,0.14284188,-0.110683761
-0.946965812,-0.981089744,0.17491453,0.14465812,0.142735043,-0.110747863
-0.946944444,-0.981089744,0.174850427,0.14474359,0.142542735,-0.110769231
-0.946923077,-0.981068376,0.174764957,0.144722222,0.142435897,-0.110811966
-0.946901709,-0.981004274,0.17465812,0.144615385,0.142457265,-0.110961538
-0.946923077,-0.980940171,0.17457265,0.144444444,0.142521368,-0.111111111
-0.947029915,-0.980918803,0.174551282,0.144316239,0.1425,-0.111153846
-0.94715812,-0.980897436,0.17457265,0.144316239,0.142393162,-0.111132479
-0.947264957,-0.980897436,0.17457265,0.144316239,0.142200855,-0.111153846
-0.94732906,-0.980876068,0.17457265,0.144294872,0.141987179,-0.111175214
-0.947307692,-0.980833333,0.17457265,0.144252137,0.141837607,-0.111217949
-0.947200855,-0.980833333,0.17457265,0.144209402,0.141730769,-0.111196581
-0.947094017,-0.980833333,0.174551282,0.144252137,0.141602564,-0.111047009
-0.947051282,-0.980854701,0.174529915,0.144337607,0.141431624,-0.110854701
-0.94707265,-0.980897436,0.17457265,0.144380342,0.141303419,-0.110769231
-0.947136752,-0.980876068,0.174615385,0.144401709,0.141303419,-0.110747863
-0.94715812,-0.980876068,0.174594017,0.144444444,0.141388889,-0.110662393
-0.947115385,-0.980918803,0.174551282,0.144487179,0.141495726,-0.110641026
-0.94707265,-0.980982906,0.174529915,0.144487179,0.141538462,-0.110705128
-0.94707265,-0.981132479,0.174508547,0.144444444,0.141517094,-0.110726496
-0.94707265,-0.981239316,0.174487179,0.144380342,0.141474359,-0.110705128
-0.94707265,-0.981217949,0.174423077,0.144316239,0.141474359,-0.110619658
-0.947008547,-0.981153846,0.174401709,0.144294872,0.141495726,-0.110619658
-0.946880342,-0.981153846,0.174529915,0.144358974,0.141495726,-0.110726496
-0.946773504,-0.981153846,0.174700855,0.144465812,0.141474359,-0.110747863
-0.946773504,-0.981217949,0.174807692,0.144487179,0.141388889,-0.110641026
-0.946816239,-0.981367521,0.17482906,0.144444444,0.141303419,-0.110470085
-0.946752137,-0.981410256,0.174893162,0.144444444,0.141346154,-0.110363248
-0.946623932,-0.981303419,0.17491453,0.144401709,0.141410256,-0.110384615
-0.946538462,-0.981196581,0.174893162,0.144316239,0.141346154,-0.11042735
-0.946538462,-0.981153846,0.174893162,0.144230769,0.141153846,-0.110448718
-0.946581197,-0.981111111,0.174957265,0.144188034,0.140961538,-0.110470085
-0.946581197,-0.981068376,0.175021368,0.144123932,0.140897436,-0.110598291
-0.946559829,-0.981111111,0.17508547,0.144081197,0.140876068,-0.110705128
-0.946559829,-0.981196581,0.17508547,0.144059829,0.140854701,-0.110769231
-0.946602564,-0.981324786,0.17508547,0.143995726,0.140854701,-0.110790598
-0.946688034,-0.981410256,0.17517094,0.143867521,0.140811966,-0.110811966
-0.946752137,-0.981388889,0.175213675,0.143782051,0.140747863,-0.110833333
-0.946816239,-0.981260684,0.17517094,0.143760684,0.140705128,-0.110854701
-0.946880342,-0.981111111,0.175106838,0.143760684,0.140705128,-0.110811966
-0.946965812,-0.981025641,0.175021368,0.143675214,0.140747863,-0.110726496
-0.94715812,-0.981068376,0.174871795,0.143589744,0.140833333,-0.110705128
-0.94732906,-0.981153846,0.17474359,0.143504274,0.140961538,-0.110726496
-0.94741453,-0.981196581,0.174722222,0.143461538,0.141068376,-0.110726496
-0.947435897,-0.981175214,0.17474359,0.143482906,0.141068376,-0.110726496
-0.947457265,-0.981068376,0.17474359,0.143504274,0.141047009,-0.110790598
-0.947564103,-0.980982906,0.17465812,0.143504274,0.141068376,-0.110854701
-0.947628205,-0.981004274,0.174594017,0.143504274,0.141153846,-0.110854701
-0.947564103,-0.981089744,0.174551282,0.143568376,0.141282051,-0.110854701
-0.947521368,-0.981153846,0.174444444,0.143675214,0.141452991,-0.110897436
-0.947606838,-0.981047009,0.174337607,0.143696581,0.141623932,-0.111004274
-0.947649573,-0.980897436,0.174252137,0.143568376,0.141666667,-0.111132479
-0.947564103,-0.980897436,0.174123932,0.143440171,0.141688034,-0.111260684
-0.947521368,-0.980961538,0.173952991,0.143418803,0.141666667,-0.111346154
-0.947521368,-0.981025641,0.173888889,0.143397436,0.141602564,-0.111431624
-0.947478632,-0.980982906,0.173931624,0.143333333,0.141559829,-0.111559829
-0.947371795,-0.980876068,0.173995726,0.143311966,0.141495726,-0.111581197
-0.947264957,-0.980769231,0.174038462,0.143333333,0.141452991,-0.111517094
-0.947136752,-0.980662393,0.174081197,0.143354701,0.141388889,-0.111517094
-0.947029915,-0.980619658,0.174102564,0.143418803,0.141367521,-0.111581197
-0.947051282,-0.980534188,0.174102564,0.143504274,0.141346154,-0.111730769
-0.947179487,-0.980384615,0.174081197,0.143504274,0.141196581,-0.111816239
-0.947264957,-0.980213675,0.174017094,0.143440171,0.141025641,-0.111837607
-0.947179487,-0.980192308,0.173931624,0.143376068,0.140982906,-0.111923077
-0.94707265,-0.980235043,0.173867521,0.143354701,0.141132479,-0.11207265
-0.947008547,-0.980320513,0.173782051,0.143333333,0.141346154,-0.112179487
-0.946987179,-0.980448718,0.173632479,0.143311966,0.141431624,-0.11215812
-0.947008547,-0.980491453,0.173525641,0.143376068,0.141495726,-0.11215812
-0.947051282,-0.980491453,0.173525641,0.143418803,0.141538462,-0.112264957
-0.947008547,-0.980470085,0.173504274,0.143376068,0.141602564,-0.112371795
-0.946944444,-0.980470085,0.173354701,0.143290598,0.141666667,-0.11241453
-0.946923077,-0.980491453,0.173205128,0.143183761,0.141623932,-0.112371795
-0.946944444,-0.980405983,0.173162393,0.143141026,0.141559829,-0.112350427
-0.946987179,-0.980277778,0.173141026,0.143141026,0.141495726,-0.112350427
-0.947029915,-0.980192308,0.173098291,0.143162393,0.141367521,-0.112350427
-0.946987179,-0.980149573,0.172970085,0.143205128,0.141282051,-0.11232906
-0.946944444,-0.98017094,0.172884615,0.143205128,0.141346154,-0.112264957
-0.946965812,-0.980235043,0.172905983,0.143205128,0.141452991,-0.112179487
-0.946944444,-0.980320513,0.173012821,0.143141026,0.141452991,-0.112136752
-0.946752137,-0.980405983,0.173119658,0.143034188,0.141431624,-0.11215812
-0.946517094,-0.980491453,0.173205128,0.142970085,0.141431624,-0.11215812
-0.946367521,-0.980534188,0.173269231,0.142991453,0.141431624,-0.112094017
-0.946303419,-0.980576923,0.173354701,0.143076923,0.141410256,-0.111987179
-0.946303419,-0.980705128,0.173440171,0.143141026,0.141452991,-0.111944444
-0.946324786,-0.980854701,0.173440171,0.143162393,0.141517094,-0.111858974
-0.946282051,-0.980918803,0.173440171,0.143055556,0.141517094,-0.111688034
-0.946217949,-0.980833333,0.173418803,0.142970085,0.141474359,-0.111559829
-0.946175214,-0.980726496,0.173376068,0.14292735,0.141474359,-0.111452991
-0.946089744,-0.980662393,0.173440171,0.14292735,0.141431624,-0.111324786
-0.946004274,-0.980747863,0.173547009,0.142948718,0.141367521,-0.111196581
-0.946004274,-0.980876068,0.173547009,0.142991453,0.141367521,-0.111132479
-0.946068376,-0.980833333,0.173504274,0.143034188,0.141410256,-0.111132479
-0.946089744,-0.980726496,0.173461538,0.143012821,0.141452991,-0.111132479
-0.946153846,-0.980683761,0.173461538,0.142991453,0.141431624,-0.111068376
-0.946260684,-0.980790598,0.173461538,0.143034188,0.141346154,-0.110982906
-0.946324786,-0.980918803,0.173482906,0.143034188,0.141303419,-0.110961538
-0.946388889,-0.980940171,0.173482906,0.142948718,0.141303419,-0.110940171
-0.946495726,-0.980854701,0.173418803,0.142884615,0.141388889,-0.110876068
-0.946538462,-0.980726496,0.173376068,0.142884615,0.141495726,-0.110769231
-0.946495726,-0.980683761,0.173397436,0.142884615,0.141602564,-0.110683761
-0.946431624,-0.980683761,0.173418803,0.142884615,0.141816239,-0.110705128
-0.946388889,-0.980747863,0.173376068,0.14284188,0.142029915,-0.110705128
-0.946431624,-0.980790598,0.173333333,0.142713675,0.142115385,-0.110662393
-0.946495726,-0.980662393,0.173247863,0.142606838,0.142029915,-0.110619658
-0.946602564,-0.98042735,0.173226496,0.142542735,0.141901709,-0.110555556
-0.946688034,-0.980213675,0.173333333,0.142478632,0.141858974,-0.110491453
-0.946688034,-0.98017094,0.173397436,0.14241453,0.141837607,-0.11034188
-0.946623932,-0.980192308,0.173418803,0.142457265,0.141858974,-0.110149573
-0.946602564,-0.980213675,0.173504274,0.142606838,0.141965812,-0.110042735
-0.946581197,-0.980277778,0.173632479,0.142735043,0.14215812,-0.110021368
-0.946517094,-0.980320513,0.173632479,0.142799145,0.14232906,-0.110064103
-0.946431624,-0.98034188,0.173461538,0.14275641,0.142393162,-0.110106838
-0.946388889,-0.980384615,0.173376068,0.14267094,0.14241453,-0.110106838
-0.946410256,-0.980448718,0.173397436,0.142606838,0.1425,-0.110064103
-0.946517094,-0.980470085,0.173418803,0.142606838,0.142564103,-0.109957265
-0.946581197,-0.980448718,0.173440171,0.142649573,0.142478632,-0.10982906
-0.946559829,-0.980448718,0.173440171,0.142649573,0.142393162,-0.10974359
-0.946602564,-0.98042735,0.173376068,0.142649573,0.142371795,-0.109700855
-0.946773504,-0.980363248,0.173376068,0.14267094,0.142307692,-0.109700855
-0.946880342,-0.980213675,0.173418803,0.142735043,0.142222222,-0.10974359
-0.946880342,-0.98008547,0.173376068,0.142777778,0.14215812,-0.109764957
-0.946880342,-0.980064103,0.173247863,0.142735043,0.14207265,-0.109764957
-0.946880342,-0.980021368,0.173098291,0.14267094,0.141965812,-0.10974359
-0.946858974,-0.979957265,0.173055556,0.142628205,0.141901709,-0.109786325
-0.946816239,-0.979978632,0.173098291,0.142735043,0.141944444,-0.10991453
-0.946794872,-0.979957265,0.173098291,0.14284188,0.14207265,-0.110021368
-0.946837607,-0.979871795,0.173076923,0.14284188,0.142115385,-0.110106838
-0.946901709,-0.97982906,0.173034188,0.142777778,0.14207265,-0.110235043
-0.946901709,-0.979764957,0.172991453,0.142713675,0.142051282,-0.110384615
-0.946880342,-0.979722222,0.173076923,0.142692308,0.142094017,-0.110491453
-0.946944444,-0.97982906,0.173205128,0.142649573,0.14207265,-0.110534188
-0.946987179,-0.979957265,0.173247863,0.142606838,0.142051282,-0.110534188
-0.946901709,-0.980064103,0.173162393,0.142606838,0.142094017,-0.110534188
-0.946837607,-0.980128205,0.173012821,0.14258547,0.142136752,-0.110491453
-0.946923077,-0.98008547,0.172863248,0.142521368,0.142200855,-0.110470085
-0.946965812,-0.980064103,0.172777778,0.142521368,0.142307692,-0.110491453
-0.946901709,-0.98017094,0.172735043,0.14258547,0.142371795,-0.110534188
-0.946880342,-0.980320513,0.17267094,0.14258547,0.142286325,-0.110641026
-0.946923077,-0.980448718,0.17258547,0.14258547,0.142136752,-0.110726496
-0.946944444,-0.980512821,0.172542735,0.14267094,0.141987179,-0.110683761
-0.947008547,-0.980491453,0.172521368,0.142713675,0.141880342,-0.110619658
-0.947094017,-0.980448718,0.172564103,0.142692308,0.141816239,-0.110641026
-0.947094017,-0.980512821,0.172692308,0.14267094,0.141858974,-0.110683761
-0.947008547,-0.980619658,0.172777778,0.142713675,0.141944444,-0.110811966
-0.946965812,-0.980747863,0.172777778,0.142777778,0.142008547,-0.110961538
-0.947029915,-0.980854701,0.17284188,0.142777778,0.141965812,-0.111025641
-0.947115385,-0.980982906,0.17284188,0.142692308,0.141816239,-0.111089744
-0.947179487,-0.981068376,0.172799145,0.142521368,0.141645299,-0.111132479
-0.94724359,-0.981132479,0.17275641,0.142393162,0.141474359,-0.111111111
-0.947307692,-0.981217949,0.172799145,0.14241453,0.141388889,-0.111047009
-0.947371795,-0.981346154,0.172948718,0.142521368,0.141367521,-0.110897436
-0.94732906,-0.981452991,0.173034188,0.14258547,0.141346154,-0.110769231
-0.94715812,-0.981452991,0.173055556,0.142606838,0.141388889,-0.110769231
-0.946987179,-0.981452991,0.173076923,0.142564103,0.141474359,-0.110854701
-0.946923077,-0.981452991,0.173076923,0.142478632,0.141602564,-0.110961538
-0.946901709,-0.981410256,0.173012821,0.142457265,0.141666667,-0.111047009
-0.946880342,-0.981367521,0.172970085,0.142542735,0.141688034,-0.111089744
-0.946858974,-0.981388889,0.172970085,0.142628205,0.141730769,-0.110918803
-0.946858974,-0.981474359,0.172970085,0.14267094,0.141752137,-0.110662393
-0.946880342,-0.981452991,0.17292735,0.142649573,0.141709402,-0.110641026
-0.946923077,-0.981260684,0.172863248,0.142564103,0.141666667,-0.110747863
-0.946923077,-0.981025641,0.172820513,0.142435897,0.141688034,-0.110769231
-0.946880342,-0.980854701,0.172799145,0.142393162,0.141730769,-0.110747863
-0.946858974,-0.980769231,0.172799145,0.14241453,0.141709402,-0.110747863
-0.946880342,-0.980854701,0.17284188,0.142457265,0.141581197,-0.110683761
-0.946858974,-0.980961538,0.172863248,0.142521368,0.141452991,-0.110576923
-0.946837607,-0.981004274,0.17284188,0.142521368,0.141410256,-0.110534188
-0.946880342,-0.981153846,0.17284188,0.142478632,0.141367521,-0.110470085
-0.946987179,-0.981346154,0.17284188,0.142457265,0.141282051,-0.110320513
-0.947029915,-0.981495726,0.172820513,0.142542735,0.141282051,-0.110128205
-0.946987179,-0.981666667,0.17284188,0.142692308,0.141324786,-0.110064103
-0.946987179,-0.981816239,0.172884615,0.14275641,0.141367521,-0.110128205
-0.947115385,-0.981858974,0.172905983,0.14275641,0.141410256,-0.11025641
-0.947200855,-0.981837607,0.172863248,0.142799145,0.141367521,-0.11034188
-0.947222222,-0.981773504,0.172799145,0.142884615,0.141175214,-0.110405983
-0.947286325,-0.981623932,0.172777778,0.142970085,0.140940171,-0.110405983
-0.947350427,-0.981517094,0.172777778,0.142948718,0.140854701,-0.110299145
-0.94732906,-0.981495726,0.172863248,0.142820513,0.140897436,-0.110192308
-0.947286325,-0.981559829,0.17292735,0.14267094,0.140918803,-0.11017094
-0.947200855,-0.981645299,0.173034188,0.14258547,0.140811966,-0.110149573
-0.947094017,-0.981709402,0.173141026,0.142564103,0.140705128,-0.11008547
-0.947051282,-0.981773504,0.173247863,0.142542735,0.140619658,-0.11
-0.947115385,-0.981880342,0.173333333,0.142542735,0.140576923,-0.10982906
-0.947179487,-0.982008547,0.173311966,0.142564103,0.140576923,-0.109722222
-0.947200855,-0.98207265,0.173226496,0.14258547,0.140619658,-0.109764957
-0.94724359,-0.982008547,0.173226496,0.142628205,0.140726496,-0.109807692
-0.947264957,-0.981944444,0.173205128,0.14275641,0.140769231,-0.109850427
-0.947286325,-0.981880342,0.173119658,0.14284188,0.140726496,-0.109871795
-0.94732906,-0.981816239,0.173034188,0.142799145,0.140641026,-0.109871795
-0.947264957,-0.981730769,0.173034188,0.142692308,0.140598291,-0.109935897
-0.947200855,-0.981602564,0.173119658,0.142649573,0.140598291,-0.11
-0.94724359,-0.981517094,0.173141026,0.14258547,0.140576923,-0.110021368
-0.94732906,-0.981431624,0.173034188,0.142564103,0.140555556,-0.11008547
-0.947457265,-0.981410256,0.172905983,0.142628205,0.140491453,-0.11008547
-0.947628205,-0.981474359,0.17292735,0.142713675,0.14034188,-0.110021368
-0.94775641,-0.981559829,0.172991453,0.142735043,0.140128205,-0.11
-0.947863248,-0.981581197,0.172948718,0.142713675,0.14,-0.110128205
-0.947970085,-0.981517094,0.172970085,0.142628205,0.14,-0.110277778
-0.947970085,-0.981517094,0.173119658,0.142564103,0.140021368,-0.11025641
-0.947884615,-0.981688034,0.173247863,0.14258547,0.140064103,-0.110213675
-0.947820513,-0.981880342,0.173269231,0.142735043,0.14008547,-0.110213675
-0.94784188,-0.982029915,0.173183761,0.14284188,0.140042735,-0.110128205
-0.947884615,-0.982094017,0.173055556,0.14284188,0.139957265,-0.109957265
-0.947863248,-0.982115385,0.173012821,0.142735043,0.13991453,-0.10991453
-0.94792735,-0.982264957,0.173034188,0.14258547,0.139871795,-0.11
-0.948119658,-0.98241453,0.173141026,0.142521368,0.139807692,-0.109957265
-0.948247863,-0.982264957,0.173205128,0.142564103,0.139764957,-0.109871795
-0.948333333,-0.981965812,0.173226496,0.142542735,0.139786325,-0.109893162
-0.948376068,-0.981688034,0.173269231,0.14241453,0.139786325,-0.110021368
-0.948354701,-0.981495726,0.173247863,0.142222222,0.139786325,-0.110042735
-0.948290598,-0.981324786,0.173162393,0.14207265,0.13982906,-0.109935897
-0.948098291,-0.981196581,0.173119658,0.141987179,0.139935897,-0.109786325
-0.947863248,-0.981196581,0.173183761,0.141965812,0.140042735,-0.109636752
-0.947777778,-0.981239316,0.173226496,0.141965812,0.140149573,-0.109551282
-0.947777778,-0.981324786,0.173226496,0.141858974,0.140277778,-0.109508547
-0.947777778,-0.981431624,0.173311966,0.141816239,0.140363248,-0.109487179
