xl,xr,yl,yr,zl,zr
-0.947094017,-0.979444444,0.175576923,0.144935897,0.142136752,-0.113440171
-0.947136752,-0.979358974,0.175598291,0.144935897,0.14215812,-0.113397436
-0.947307692,-0.979316239,0.175683761,0.144871795,0.14215812,-0.113269231
-0.947457265,-0.979273504,0.175683761,0.14482906,0.14215812,-0.113055556
-0.947393162,-0.979337607,0.175705128,0.14474359,0.142136752,-0.112905983
-0.947307692,-0.979444444,0.175747863,0.144615385,0.142136752,-0.112820513
-0.947264957,-0.979529915,0.175790598,0.144508547,0.142200855,-0.11284188
-0.94724359,-0.97957265,0.175833333,0.144487179,0.142264957,-0.112884615
-0.94724359,-0.97965812,0.175876068,0.144487179,0.142200855,-0.112863248
-0.947200855,-0.979700855,0.175982906,0.144444444,0.14215812,-0.112884615
-0.94707265,-0.979679487,0.176111111,0.144380342,0.142200855,-0.112905983
-0.947029915,-0.979700855,0.176132479,0.144380342,0.142200855,-0.112884615
-0.947051282,-0.97974359,0.176068376,0.144487179,0.14215812,-0.11284188
-0.947008547,-0.979679487,0.176068376,0.14465812,0.142136752,-0.11275641
-0.947008547,-0.979594017,0.176068376,0.144764957,0.142179487,-0.11275641
-0.947051282,-0.979594017,0.176047009,0.144786325,0.142264957,-0.112799145
-0.946987179,-0.979615385,0.176047009,0.144722222,0.142264957,-0.112863248
-0.946837607,-0.97957265,0.176025641,0.14465812,0.142222222,-0.112991453
-0.946688034,-0.979423077,0.176025641,0.144679487,0.142264957,-0.113098291
-0.946623932,-0.979316239,0.176047009,0.144700855,0.142393162,-0.113183761
-0.946645299,-0.979316239,0.176089744,0.144764957,0.142542735,-0.113247863
-0.946688034,-0.979401709,0.176175214,0.144871795,0.142649573,-0.113311966
-0.946688034,-0.979465812,0.176217949,0.144957265,0.142713675,-0.113418803
-0.946623932,-0.979423077,0.176196581,0.145,0.142692308,-0.113482906
-0.946581197,-0.979316239,0.176111111,0.145021368,0.142564103,-0.113504274
-0.946581197,-0.979273504,0.176089744,0.145106838,0.142393162,-0.113525641
-0.946602564,-0.979294872,0.176111111,0.145235043,0.142264957,-0.113632479
-0.946602564,-0.979316239,0.176068376,0.145320513,0.142222222,-0.113739316
-0.946623932,-0.979358974,0.176004274,0.145363248,0.14224359,-0.113824786
-0.946709402,-0.979337607,0.175982906,0.145320513,0.142307692,-0.113931624
-0.946794872,-0.979273504,0.175940171,0.14525641,0.14232906,-0.113974359
-0.946837607,-0.979230769,0.175876068,0.145235043,0.142307692,-0.114017094
-0.946880342,-0.979188034,0.175833333,0.145235043,0.142307692,-0.114081197
-0.946837607,-0.979209402,0.175876068,0.145192308,0.142307692,-0.114081197
-0.946752137,-0.979230769,0.175982906,0.145106838,0.14232906,-0.114059829
-0.946730769,-0.979188034,0.175961538,0.145149573,0.142371795,-0.114123932
-0.946709402,-0.979166667,0.175876068,0.145213675,0.142393162,-0.114145299
-0.946688034,-0.979166667,0.175854701,0.145192308,0.142393162,-0.114038462
-0.946688034,-0.979188034,0.175854701,0.14508547,0.14232906,-0.113867521
-0.946623932,-0.979252137,0.175833333,0.14491453,0.14224359,-0.113717949
-0.946452991,-0.979337607,0.175811966,0.144764957,0.142136752,-0.113653846
-0.946282051,-0.979358974,0.175833333,0.144700855,0.14207265,-0.113653846
-0.946175214,-0.979337607,0.175897436,0.14465812,0.142094017,-0.113739316
-0.946153846,-0.979273504,0.175897436,0.144722222,0.14215812,-0.113824786
-0.946132479,-0.979273504,0.175790598,0.144871795,0.142179487,-0.113867521
-0.946132479,-0.979337607,0.175641026,0.145021368,0.14215812,-0.113846154
-0.946153846,-0.979444444,0.175470085,0.145042735,0.14215812,-0.113867521
-0.946196581,-0.979529915,0.175320513,0.144957265,0.142222222,-0.113888889
-0.946282051,-0.979679487,0.175213675,0.144871795,0.142286325,-0.113910256
-0.946388889,-0.979786325,0.175106838,0.14482906,0.142286325,-0.114017094
-0.946452991,-0.979722222,0.175106838,0.144807692,0.142264957,-0.114166667
-0.946581197,-0.979594017,0.175192308,0.144807692,0.142307692,-0.114252137
-0.946816239,-0.979594017,0.175235043,0.14482906,0.142435897,-0.114294872
-0.946987179,-0.979700855,0.17525641,0.144850427,0.1425,-0.114294872
-0.947115385,-0.979807692,0.175235043,0.14482906,0.142435897,-0.114294872
-0.94724359,-0.979957265,0.17517094,0.144871795,0.142521368,-0.114252137
-0.947457265,-0.980149573,0.17517094,0.144935897,0.142649573,-0.114188034
-0.94767094,-0.980299145,0.17517094,0.144978632,0.142649573,-0.114188034
-0.947777778,-0.980448718,0.17517094,0.145042735,0.14258547,-0.114230769
-0.94775641,-0.980555556,0.17517094,0.14508547,0.142521368,-0.114230769
-0.947713675,-0.980598291,0.175149573,0.145042735,0.142457265,-0.114209402
-0.947713675,-0.980598291,0.175192308,0.145,0.14241453,-0.114166667
-0.947713675,-0.980576923,0.175277778,0.145,0.142457265,-0.114123932
-0.947692308,-0.980555556,0.175384615,0.145021368,0.14258547,-0.114081197
-0.947713675,-0.980534188,0.17542735,0.145042735,0.142777778,-0.114059829
-0.947692308,-0.980555556,0.175384615,0.145064103,0.142948718,-0.114038462
-0.947649573,-0.980683761,0.175384615,0.14508547,0.143055556,-0.114017094
-0.947606838,-0.980854701,0.175405983,0.145064103,0.143098291,-0.113995726
-0.94758547,-0.980940171,0.17542735,0.14508547,0.143119658,-0.113888889
-0.947564103,-0.980961538,0.17542735,0.145213675,0.143183761,-0.113846154
-0.947564103,-0.980940171,0.17534188,0.145277778,0.143290598,-0.113867521
-0.947564103,-0.980897436,0.175192308,0.145235043,0.143418803,-0.113910256
-0.947649573,-0.980854701,0.175106838,0.145235043,0.143525641,-0.113931624
-0.947713675,-0.980811966,0.175128205,0.145363248,0.143504274,-0.113888889
-0.947820513,-0.980833333,0.17525641,0.145405983,0.143397436,-0.113803419
-0.947991453,-0.980897436,0.175384615,0.145277778,0.143333333,-0.113739316
-0.948141026,-0.981025641,0.17542735,0.145213675,0.143333333,-0.113782051
-0.948226496,-0.981132479,0.175405983,0.145213675,0.143311966,-0.113846154
-0.948226496,-0.981132479,0.17534188,0.14525641,0.143311966,-0.113824786
-0.948205128,-0.981068376,0.175299145,0.14534188,0.143354701,-0.113782051
-0.948183761,-0.981047009,0.175235043,0.145448718,0.143354701,-0.113824786
-0.948183761,-0.981068376,0.17508547,0.145491453,0.143269231,-0.113931624
-0.948205128,-0.981025641,0.174935897,0.145512821,0.143183761,-0.114038462
-0.948226496,-0.980876068,0.174935897,0.145555556,0.143119658,-0.114102564
-0.948226496,-0.980726496,0.175,0.145555556,0.143055556,-0.114102564
-0.948269231,-0.980619658,0.175021368,0.145555556,0.142948718,-0.114017094
-0.948333333,-0.980534188,0.175042735,0.145598291,0.142863248,-0.114017094
-0.948311966,-0.980448718,0.175064103,0.145641026,0.142820513,-0.114059829
-0.948183761,-0.980470085,0.175042735,0.145641026,0.14284188,-0.113995726
-0.948012821,-0.980662393,0.175,0.145641026,0.142884615,-0.113867521
-0.947820513,-0.980854701,0.175021368,0.145619658,0.142863248,-0.113803419
-0.947628205,-0.980961538,0.175021368,0.145534188,0.14275641,-0.113867521
-0.947521368,-0.980961538,0.174935897,0.145405983,0.142628205,-0.113974359
-0.947435897,-0.980940171,0.174871795,0.145320513,0.14258547,-0.114038462
-0.947350427,-0.980918803,0.174871795,0.145235043,0.142457265,-0.114081197
-0.947136752,-0.980876068,0.174871795,0.145149573,0.142393162,-0.114081197
-0.946923077,-0.980790598,0.174893162,0.145064103,0.14241453,-0.114017094
-0.946880342,-0.980705128,0.174935897,0.144957265,0.142371795,-0.113931624
-0.946987179,-0.980662393,0.174957265,0.144871795,0.142264957,-0.113910256
-0.947051282,-0.980619658,0.174957265,0.144871795,0.142200855,-0.113867521
-0.947051282,-0.980598291,0.174935897,0.144893162,0.142136752,-0.113846154
-0.947115385,-0.980683761,0.174957265,0.144935897,0.141987179,-0.113888889
-0.947136752,-0.980811966,0.174957265,0.145,0.141837607,-0.113952991
-0.94707265,-0.980897436,0.174978632,0.145,0.141752137,-0.113952991
-0.947051282,-0.980918803,0.175042735,0.144957265,0.141730769,-0.113888889
-0.947051282,-0.980876068,0.175021368,0.144935897,0.141688034,-0.113846154
-0.947029915,-0.980705128,0.174935897,0.144978632,0.141645299,-0.113846154
-0.947029915,-0.980576923,0.174893162,0.145,0.141581197,-0.113952991
-0.947051282,-0.980555556,0.174935897,0.14491453,0.141495726,-0.114081197
-0.947008547,-0.980555556,0.175042735,0.144893162,0.141431624,-0.114102564
-0.947008547,-0.980555556,0.175235043,0.14491453,0.141282051,-0.113995726
-0.947008547,-0.980512821,0.175277778,0.144893162,0.141175214,-0.113910256
-0.94707265,-0.980448718,0.175213675,0.144807692,0.141196581,-0.113846154
-0.94707265,-0.980384615,0.175192308,0.144679487,0.141260684,-0.113739316
-0.947008547,-0.980320513,0.175149573,0.14465812,0.141282051,-0.113675214
-0.946880342,-0.98025641,0.175042735,0.144679487,0.141324786,-0.113653846
-0.946730769,-0.980235043,0.174957265,0.144764957,0.141474359,-0.113675214
-0.946688034,-0.980213675,0.174957265,0.144893162,0.141645299,-0.113739316
-0.946730769,-0.980192308,0.175,0.144935897,0.141688034,-0.113782051
-0.946730769,-0.980192308,0.175,0.14491453,0.141666667,-0.113760684
-0.946688034,-0.980235043,0.175064103,0.144957265,0.141709402,-0.113611111
-0.946666667,-0.980384615,0.17517094,0.145021368,0.141688034,-0.113354701
-0.946752137,-0.980576923,0.17525641,0.145042735,0.141645299,-0.113098291
-0.946901709,-0.980662393,0.175299145,0.145021368,0.141688034,-0.112970085
-0.947029915,-0.980598291,0.175363248,0.144978632,0.141752137,-0.112991453
-0.947179487,-0.980534188,0.175384615,0.144957265,0.141773504,-0.113034188
-0.947393162,-0.980534188,0.175363248,0.144871795,0.141794872,-0.112991453
-0.947628205,-0.980534188,0.175384615,0.144807692,0.141794872,-0.113055556
-0.947820513,-0.98042735,0.17542735,0.144807692,0.141773504,-0.113205128
-0.947884615,-0.980363248,0.175405983,0.144850427,0.141794872,-0.113247863
-0.947863248,-0.980363248,0.175363248,0.144850427,0.141794872,-0.113141026
-0.94784188,-0.98042735,0.175363248,0.144871795,0.141752137,-0.113034188
-0.947863248,-0.980470085,0.175299145,0.144978632,0.141730769,-0.112970085
-0.947905983,-0.980491453,0.175106838,0.145128205,0.141794872,-0.11292735
-0.948012821,-0.98042735,0.174935897,0.145299145,0.141816239,-0.112884615
-0.948162393,-0.98034188,0.174807692,0.145470085,0.141794872,-0.112863248
-0.948290598,-0.980320513,0.174679487,0.145576923,0.141816239,-0.112863248
-0.948226496,-0.980320513,0.174615385,0.145598291,0.141858974,-0.112905983
-0.948055556,-0.980320513,0.17457265,0.145598291,0.141901709,-0.113034188
-0.947948718,-0.980320513,0.174487179,0.145576923,0.141944444,-0.113119658
-0.947863248,-0.980299145,0.174380342,0.145512821,0.142051282,-0.113119658
-0.947777778,-0.98025641,0.174316239,0.145448718,0.14215812,-0.113034188
-0.947735043,-0.98017094,0.174230769,0.145384615,0.142200855,-0.112948718
-0.94775641,-0.980064103,0.174145299,0.145363248,0.142136752,-0.11292735
-0.947799145,-0.979957265,0.174081197,0.145363248,0.142029915,-0.11292735
-0.947820513,-0.979935897,0.174081197,0.145299145,0.141923077,-0.112905983
-0.94775641,-0.979957265,0.174102564,0.14517094,0.141923077,-0.112863248
-0.947606838,-0.98,0.174059829,0.145106838,0.142008547,-0.11275641
-0.947521368,-0.980128205,0.173952991,0.14508547,0.142008547,-0.11267094
-0.947457265,-0.980299145,0.173824786,0.14508547,0.142008547,-0.112628205
-0.94741453,-0.980448718,0.173760684,0.145128205,0.142051282,-0.112606838
-0.947371795,-0.980576923,0.173739316,0.145192308,0.142094017,-0.112628205
-0.947371795,-0.980683761,0.173717949,0.145277778,0.142094017,-0.112713675
-0.94741453,-0.980726496,0.173717949,0.145384615,0.142094017,-0.11275641
-0.947542735,-0.980705128,0.173739316,0.145405983,0.142094017,-0.112692308
-0.947692308,-0.980662393,0.173760684,0.145363248,0.141987179,-0.112606838
-0.947692308,-0.980619658,0.173760684,0.145320513,0.141837607,-0.112542735
-0.94758547,-0.980619658,0.173760684,0.145320513,0.141794872,-0.112542735
-0.9475,-0.980619658,0.173846154,0.145299145,0.141794872,-0.11258547
-0.947478632,-0.980598291,0.173952991,0.145299145,0.141773504,-0.112713675
-0.947542735,-0.980576923,0.173995726,0.145320513,0.141858974,-0.112884615
-0.947564103,-0.980598291,0.173952991,0.145277778,0.141965812,-0.113055556
-0.9475,-0.980705128,0.173867521,0.145235043,0.142008547,-0.113119658
-0.947371795,-0.980833333,0.173717949,0.14525641,0.142008547,-0.113012821
-0.947222222,-0.980918803,0.173589744,0.145299145,0.141987179,-0.11284188
-0.94715812,-0.980961538,0.173525641,0.145299145,0.141901709,-0.112799145
-0.947136752,-0.980982906,0.173461538,0.145213675,0.141752137,-0.11275641
-0.947136752,-0.981068376,0.173397436,0.14508547,0.141688034,-0.112606838
-0.947200855,-0.981196581,0.173311966,0.144978632,0.141709402,-0.112542735
-0.947286325,-0.981282051,0.173247863,0.145,0.141709402,-0.112606838
-0.947286325,-0.981239316,0.173205128,0.14508547,0.141752137,-0.112606838
-0.94732906,-0.981196581,0.173205128,0.14508547,0.141816239,-0.112542735
-0.947435897,-0.981217949,0.173333333,0.14508547,0.141858974,-0.112521368
-0.947542735,-0.981346154,0.173525641,0.145106838,0.141880342,-0.112564103
-0.947564103,-0.981495726,0.173653846,0.145064103,0.141901709,-0.112606838
-0.947478632,-0.981559829,0.173739316,0.145021368,0.141923077,-0.112606838
-0.947435897,-0.981581197,0.173782051,0.145021368,0.142008547,-0.112542735
-0.9475,-0.981602564,0.173739316,0.145042735,0.142115385,-0.112350427
-0.947542735,-0.981602564,0.173739316,0.145064103,0.142222222,-0.112179487
-0.947606838,-0.981559829,0.173739316,0.14508547,0.142264957,-0.112136752
-0.94775641,-0.981517094,0.173760684,0.145064103,0.142264957,-0.112222222
-0.947884615,-0.981474359,0.173824786,0.145042735,0.142286325,-0.112350427
-0.94792735,-0.981474359,0.173867521,0.145,0.14232906,-0.112435897
-0.947948718,-0.981517094,0.173910256,0.144978632,0.142371795,-0.112478632
-0.947991453,-0.981538462,0.173952991,0.144978632,0.142457265,-0.112521368
-0.948076923,-0.981559829,0.173952991,0.144957265,0.142478632,-0.112542735
-0.948290598,-0.981581197,0.174017094,0.144935897,0.142350427,-0.112564103
-0.948440171,-0.981581197,0.174166667,0.144935897,0.142264957,-0.112606838
-0.948418803,-0.981495726,0.174273504,0.144935897,0.142286325,-0.112713675
-0.948333333,-0.981410256,0.174358974,0.144893162,0.142264957,-0.112799145
-0.948205128,-0.981388889,0.174401709,0.144871795,0.14224359,-0.112884615
-0.948034188,-0.981388889,0.174380342,0.144893162,0.142286325,-0.112948718
-0.94784188,-0.981452991,0.174423077,0.144871795,0.14232906,-0.112970085
-0.947692308,-0.981559829,0.17457265,0.144871795,0.142286325,-0.112991453
-0.947628205,-0.981645299,0.174700855,0.144871795,0.142222222,-0.112991453
-0.947692308,-0.981752137,0.174722222,0.144893162,0.14215812,-0.112991453
-0.947820513,-0.981794872,0.17465812,0.144957265,0.142115385,-0.113034188
-0.947970085,-0.981794872,0.174551282,0.145021368,0.142136752,-0.113034188
-0.948034188,-0.981773504,0.174444444,0.144978632,0.14215812,-0.112991453
-0.948076923,-0.981688034,0.174465812,0.144893162,0.142094017,-0.112991453
-0.948098291,-0.981581197,0.174529915,0.144893162,0.142008547,-0.113034188
-0.948098291,-0.981431624,0.174615385,0.144957265,0.141901709,-0.113098291
-0.948098291,-0.981324786,0.174764957,0.144978632,0.141858974,-0.113119658
-0.948012821,-0.981282051,0.174893162,0.14491453,0.141923077,-0.113119658
-0.947799145,-0.981260684,0.174893162,0.144893162,0.142008547,-0.113034188
-0.947606838,-0.981196581,0.17491453,0.145,0.142136752,-0.112948718
-0.947564103,-0.981089744,0.174957265,0.145192308,0.142200855,-0.112970085
-0.947628205,-0.980940171,0.17508547,0.14534188,0.142136752,-0.112991453
-0.947649573,-0.980833333,0.175235043,0.145320513,0.142136752,-0.112991453
-0.947606838,-0.980833333,0.175363248,0.145235043,0.142179487,-0.113076923
-0.947521368,-0.980811966,0.175512821,0.145192308,0.14215812,-0.113183761
-0.947478632,-0.980662393,0.175598291,0.145128205,0.142051282,-0.113141026
-0.947435897,-0.980512821,0.175534188,0.14508547,0.141923077,-0.112991453
-0.947371795,-0.980491453,0.175405983,0.14508547,0.141837607,-0.112884615
-0.94732906,-0.980534188,0.175277778,0.145064103,0.141880342,-0.112905983
-0.947393162,-0.980598291,0.175192308,0.14508547,0.141944444,-0.112991453
-0.947478632,-0.980641026,0.175235043,0.14517094,0.141944444,-0.113141026
-0.947521368,-0.980641026,0.17525641,0.145277778,0.141923077,-0.113290598
-0.947457265,-0.980555556,0.17525641,0.145299145,0.141923077,-0.113376068
-0.947307692,-0.980448718,0.175235043,0.145235043,0.141923077,-0.113376068
-0.94715812,-0.980470085,0.175149573,0.145213675,0.141923077,-0.113354701
-0.94707265,-0.980534188,0.175149573,0.145213675,0.141923077,-0.113354701
-0.947029915,-0.980534188,0.175320513,0.145192308,0.141858974,-0.113333333
-0.947029915,-0.980534188,0.175491453,0.145213675,0.141752137,-0.113290598
-0.947029915,-0.980512821,0.175491453,0.14534188,0.141645299,-0.113290598
-0.946965812,-0.980470085,0.175384615,0.145363248,0.141666667,-0.113311966
-0.946901709,-0.980384615,0.175320513,0.145299145,0.141709402,-0.113311966
-0.946944444,-0.98034188,0.17525641,0.145299145,0.141688034,-0.113311966
